file class_index timestamp
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20004648.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20028049.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20045912.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20017685.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20026777.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20029409.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20037475.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20015747.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20014674.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20034543.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20021871.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20013889.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20025015.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20001644.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20020698.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20049427.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20048620.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20045650.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20021237.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20026950.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20028977.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20031631.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20018641.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20035938.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20023715.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20048067.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20023349.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20039314.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20027532.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20034280.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20028280.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20039350.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20021662.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20020084.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20004329.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20039148.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20009440.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20035340.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20029783.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20003110.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20003774.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20001193.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20022889.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20037340.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20014187.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20017080.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20028818.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20019273.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20010436.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20030513.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20039414.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20013165.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20028404.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20039225.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20020278.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20002017.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20012108.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20019841.npy 1 1
/data1/zhangxiaohui/all_dataset/FAD-CL-Benchmark/features_backup/train_fadcl_wav2vec/1/fake/20000065.npy 1 1
